StnCode,Lat,Long,Elev,StnName
P344,39.929119,-122.027956,50.289,Vina_CDF_Helitack_Station_Vina_CA_2006_CGPS
C120,65.617035,-168.090252,8.0,Wales_Cable_TV_Facility
CRRS,33.069807,-115.73504,-81.9018,Carter_Reservoir_CA_1998_CGPS
P392,43.446754,-119.000985,1316.038,Wrights_Point_OR_2007_CGPS
P127,39.499214,-119.599924,1523.9348,Lockwood_Regional_Landfill_NV_2005_CGPS
OFW2,44.451107,-110.83115,2280.4578,Old_Faithful_Permanent_#2_WY_2003_CGPS
P040,38.071499,-102.686979,1102.6449,Lamar_Municipal_Airport_Lamar_CO_2004_CGPS
P407,45.954649,-123.931006,-13.1074,North_Coast_Land_Conservancy_Seaside_OR_2006_CGP
P511,33.886935,-115.2961,273.3408,Coxcomb_Mountain_CA_2005_CGPS
CRDI,-82.8615,-53.1991,943.3,POLENET-NSF/OSU/UNAVCO
P301,36.806291,-120.743052,89.229,Little_Panoche_Creek_Firebaugh_CA_2004_CGPS
P784,41.8308157,-122.420456,802.2224,York_Ranch_Montegue_CA_2008_CGPS
B046,40.32197,-124.2843,44.0,mattol046scn2008
B027,44.497333,-122.962167,216.0,Lester027BOR2007
B205,44.7135,-110.6782,2295.9,norris205bwy2008
B013,47.813,-122.9108,75.3,PnyCrk013bwa2007
B934,39.8445,-123.6914,331.0,Leggett_Valley_Traina
B932,40.275,-124.2212,52.0,burogh932scn2008
P521,34.88856,-119.81534,1709.738,McPherson_Peak_CA_2008_CGPS
VTOR,33.22501495,-117.193186,379.9218,Vista_Twin_Oaks_Reservoir_California
P327,40.47886033,-123.573064,710.0611,Thrifty_Auto_Dismantler_Dinsmore_CA_2008_CGPS
MPWD,34.295511,-118.878015,190.2577,Moorpark_Water_District_CA_1998_CGPS
B047,40.25047,-124.17133,80.0,chapmn047scn2008
BOMZ,-77.5089,167.4402,1966.0,BombsBombsBombsB 
P726,37.280524,-118.146682,2202.845,Westgard_Pass_CA_2006_CGPS
HWUT,41.607240885,-111.565115452,1715.0735,Hardware_Ranch_ANSS_Seis_Station_UT_2004_CGPS
P287,36.024834,-120.69783,609.7619,Emery_Ranch_San_Miguel_CA_2005_CGPS
P789,35.94658744,-120.471728,503.3795,Varian_Ranch_Parkfield_CA_2008_CGPS
B208,44.5602,-110.4015,2405.8,Lake_Junction_Yellowstone
B947,36.83279,-121.54838,121.0,valdez947bcn2011
P685,44.067942,-111.83014,1607.479,St_Anthony_Sand_Dunes_ID_2007
JFWS,42.91426,-90.2481,294.688,JFWS_Jewel_Farm_WI_2006_CGPS
NOMT,45.596919,-111.629821,1578.0412,Bozeman_ANSS_Seismic_Station_ID_1999_CGPS
P741,33.557473,-116.53102,1371.271,Santa Rosa
WMOK,34.737894,-98.780525,467.3906,Wichita_Mtns_OK_2005_CGPS
BTDM,34.292805,-118.188225,678.2617,BTDM_SCGN_CS1999_CGPS
P488,33.20101,-116.078795,62.48,Ocotillo_Wells_CA_2007_CGPS
P316,41.559129,-124.086129,235.404,Requa_Radar_Station_Klamath_CA
P188,38.667851,-123.229547,209.365,Burnt_Ridge_Annapolis_CA_2006_CGPS
TSWY,43.67409,-110.597476,2190.7224,Teton_Science_School_WY_2001_CGPS
TOST,34.247955,-118.836663,274.3933,Thousand_Oaks_Sheriff_Station_CA_1999_CGPS
SNI1,33.247874,-119.524364,239.6719,SNI1_SCIGN______
PHLB,34.925423,-117.694478,886.1675,PHLB_SCIGN______
SUTB,39.205836,-121.820599,616.5694,SUTB_BARD_______
P549,34.5996,-119.326338,1250.2763,Sespe_Creek_Ojai_CA_2006_CGPS
P742,33.495542,-116.602571,1142.65586,FordRa087gCS2006
B006,48.0588,-123.5008,302.0,shore006_b006_port_angeles_washington
LKWY,44.565076,-110.40022,2424.3976,Lake_Village_Yellowstone_NPS_WY_1996_CGPS
BLA1,37.211348,-80.420507,605.7008,BLA1_USArray_BB_Blacksburg_VA_2006_CGPS
P399,47.43391969,-123.612961,919.4293,Wynoochee_Lake_Montesano_WA2008_CGPS
ACSO,40.232353,-82.981525,249.387,Alum_Creek_State_Park_Delaware_OH_2006_CGPS
KSU1,39.100744,-96.609471,326.621,Kansas_State_Univ_Manhattan_KS_2006_CGPS
PBPP,34.508226,-117.922571,901.9589,Pearblossom_Pumping_Plant_CS_2000_CGPS
P060,40.997632,-122.414884,430.822,Pollard_Flat_Lakehead_CA_2005_CGPS
P114,40.633986,-112.527629,1352.3629,Burgess_Ranch_UT_2005_CGPS
AC48,60.645861,-147.342991,379.154,Naked_Island_Valdez_AK_2007_CGPS
B948,35.83372,-120.34324,428.0,goldhl948bcn2011
B035,42.50351,-123.38342,370.0,B035_Grants_Pass_Air_Port_OR_2006
B020,46.3827,-123.8445,31.2,wirkla020bwa2008
SPIC,39.306214,-112.127475,1670.4329,Scipio_UT_1996_CGPS
C130,60.5187,-148.09287,17.0,Main Bay Fish Hatchery PWSAC
P086,40.648795,-112.282072,1341.5013,Kennecott_Utah_Copper_UT_2005_CGPS
C164,59.6839,-151.6267,359.0,Homer_KBAY_Comms_AK_2011
P520,34.63048,-119.61639,1251.49,Loma_Pelona_CA_2008_CGPS
P693,46.210322,-122.202348,2112.9896,MSH_NW_DOME_EDM_WA_2004_CGPS
IID2,32.706169,-115.031803,9.812,Drop_Two_1998_CA_CGPS
B950,44.7128,-110.6785,2328.4,norris950bwy2013
PHJX,32.49005556,-115.55045,105.3266,Heriberto_Jara_Baja_California_Mexico_CGPS
P542,35.68896,-120.2926,606.0,Bruce_Spring_CA_2008_CGPS
C058,46.952498,-124.15941,5.0,ocean_shores_firehouse_comms_wa_2011
CSCI,34.168402,-119.038979,70.8649,Cal_State_Channel_Islands_CA_2000_CGPS
VNDP,34.556311,-120.616449,-11.5034,Vandenberg_Air_Force_Base_CS_1992_CGPS
AB44,59.528039,-135.228298,304.1266,US_Border_Station_Skagway_AK_2005_CGPS
C004,40.1199,-123.69289,1186.0,Pratt_Mtn_Garberville
AC52,57.567251,-157.574194,51.239,Pilot_Point_Cased_Mount_AK_2007_CGPS
AB45,68.760496,-148.871119,506.526,Sag_River_DOT_Sagwon_AK_2007_CGPS
OCSD,33.24066689,-117.34673488,42.8963,Oceanside_Murfield _California_2012_CGPS
LGWD,33.64089675,-117.76445349,88.864,Laguna_Woods_CA_2011_CGPS
P566,36.324454,-119.229286,78.233,Caltrans_Maintance_Yard_Visalia_CA_2005_CGPS
AB04,63.656869,-170.567419,135.799,Savoonga_Quarry_Savoonga_AK_2007_CGPS
P788,36.74433461,-121.478762,626.6433,Gabilan_Ranch_San_Juan_Bautista_CA_2008_CGPS
P473,32.733775,-116.949513,188.5841,Jamacha_Landfill_Jamancha_California_2004_CGPS
BMHL,34.251445,-116.052978,722.6418,29Palms_Bearmat_Hill_CS_1999_CGPS
P163,40.219571,-124.057289,425.2537,Pringle_Ridge_Honeydew_CA_2006_CGPS
SG27,71.322895,-156.610331,9.4329,Barrow_SuomiNet_AK_2002_CGPS
SA58,45.424155302,-73.937640702,24.5221,McGill
AC40,56.930354,-158.618549,39.305,Port_Heiden_AK_2007_CGPS
P462,36.071312,-116.628694,1335.117,Gold_Valley_Death_Valley_CA_2006_CGPS
P010,34.66726,-113.73133,1399.869,Aubrey Peak_Bar s Ranch_Wickieup_AZ
P713,44.38967101,-110.543734,2368.5655,grant_2_Incinerator_Yellowstone_GPS
AZU1,34.126018,-117.896486,144.752,Azusa_CS_1996_CGPS
C059,42.63604,-118.57642,2972.0,Steens_Mountain_Repeater_OR_2011
MAT2,33.85676,-117.436697,398.3213,MAT2_SCGN_CS2000
PRCG,17.934614,-76.845598,-11.101,Port_Royal_Coast_Guard_Jamaica_2014_CGPS
TEDM,23.354,93.649,1733.384,tedm_myanmar2018
P792,46.2446222273,-122.1368865967,1256.88466,MSH_Windy_Ridge_WA_2008_CGPS
HIVI,34.76,-117.8,930.88,High_Vista_Communications_Facility_CS_1999_CGPS
P532,35.633811,-120.267025,533.2403,WicksRanchCS2004
C171,52.9388,-168.8596,,AB02_Nikolski_Comms_AK_2007
PECE,-85.6119,-68.5564,1494.1,POLENET-NSF/OSU/UNAVCO
P237,36.637017,-121.386813,712.117,Mount_Olds_CA_2007_CGPS
P041,39.949492,-105.194266,1728.8417,Marshall_Field_Boulder_CO_2004_CGPS
AC32,61.473121,-150.736892,1347.321,Mount_Susitna_AK_2006_CGPS
RDMC,19.848741,-71.638857,-18.868,MntcristiDOM2016
NEAH,48.297855,-124.624907,459.8761,Neah_Bay_Cheeka_Peak_WA_1995_CGPS
P510,33.143575,-115.343332,1.5221,Scheu_Properties_CA_2005_CGPS
CNPP,33.857632,-117.608918,300.3139,Corona_Power_Plant_CA_1999_CGPS
P278,35.711251,-121.060752,465.8736,ClarkeMtn_CS2004
SONG,33.38075,-117.56027,23,San_Onofre_Nuclear_Generating_Statn_CA_2012_CGPS
P220,37.329881,-122.214268,705.804,Russian_Ridge_Palo_Alto_CA_2007_CGPS
C010,44.373527,-112.604642,1903,Medicine_Lodge_Ranch
ABBZ,-77.456879,166.908938,1734.2656,Abbott_PeakAbbot
AB25,62.92931061,-156.023391,961.0261,Tatalina LRRS_AK_2008_CGPS
AC38,57.753685,-153.341871,43.7815,Quartz_Creek_Kodiak_AK_2005_CGPS
BOAR,-75.043891,-100.592665,72.8,N/A
C099,38.784463,-118.83429,2798,Bald_Mt_Repeater
CIRX,34.109553,-118.937294,488.2148,Circle_X_Ranch_CS2000_CGPS
P187,39.352477,-123.60254,164.0094,Three_Chop_Road_Whiskey_Springs_CA_2005_CGPS
B935,40.4787,-123.5732,696.7,dinsmr935bcn2008
BAR1,33.480451,-119.029735,14.8146,Santa_Barbara_Island_CS_2002_CGPS
BASC,71.3249,-156.6779,16.1,N/A
P565,35.743893,-119.236652,63.1034,Delano_Airport_Delano_CA_2005_CGPS
P493,32.954698,-115.824876,198.225,Superstition_Mtn_CA_2007_CGPS
GLS2,69.0920641768,-39.6471727984,2917,N/A
P477,33.5028,-117.11337,334.5322,Temecula_Valley_High_School_CA_2005_CGPS
LFRS,34.09507,-118.412824,146.9124,Lower_Franklin_Reservoir_CA_1998_CGPS
P791,45.34453071,-121.672684,1985.2135,Mt_Hood_Meadows_Ski_Area_MtHood_OR _2009_CGPS
P552,35.6867,-120.245,612,Long_Lake_CA_2008_CGPS
P594,35.896711,-117.390132,937.4172, Heseman Property_Trona_California
P371,43.363274,-123.057899,1198.0653,Lone_Rock_Timber_Mt_Scott_OR_2005_CGPS
VNCX,34.293192,-118.484539,328.5966,Van_Norman_Complex_CA_1998_CGPS
HCRO,40.815917,-121.469898,1000.104,Hat_Creek_Ridge_Observatory_CGPS
AB14,59.108168,-159.091509,657.008,Dillingham_AK_2007_CGPS
P555,34.69499,-118.66941,1096.684,Castaic_Creek_CA_2008_CGPS
PHIG,-77.525489,167.049936,3127,Mount Erebus West PHI
P259,37.43302,-121.100579,3.8736,Patterson_CA_2005_CGPS
LAPC,34.181921,-118.574649,207.8148,LA_Pierce_College_CS_1999_CGPS
C005,39.449498,-115.99897,2800,Prospect_Peak_NV
AB48,56.245063,-134.646996,5.2572,Port_Alexander_AK_2005_CGPS
P481,32.822234,-116.010775,611.676,Carrizo_Mountain_CA_2007_CGPS
KEPA,-54.29524,-36.51426,346,King Edward Point
GRE0,12.2217,-61.6404,20,Grenada_Sauteurs_GRN2007_CGPS
P219,37.34248942,-122.284821,300.8833,La_Honda_Creek_La_Honda_CA_2008_CGPS
CTMS,34.124101,-116.370425,966.4896,La_Contenta_Middle_School_CS_1998_CGPS
BRSG,32.3704027777778,-64.6963583333333,-10,BermudaInstituteofOceanSciences_BMU2015_CGPS
P283,35.806669,-120.285255,434.1905,Stone_Corral_CN_2004_CGPS
ELLY,33.58345,-118.1285,36.4,Long_Beach_Bay_Oil_Platform_Elly_CA2013_CGPS
IMPS,34.157563,-115.1451,563.25,Iron_Mountain_Pumping_Station_CA_CGPS
C047,39.01255,-122.35656,362,CalFire_Wilbur_Springs_Fire_Sta_Williams_CA_2008
PORK,40.0612,-105.206,1571,This is a test station to assist with metadata m
SPGT,-64.294739,-61.051637,15,Spring Point
DUPT,-64.8049444,-62.8169056,40,LARISSA-POLENET: Hamilton College-UNAVCO-NSF 
P273,38.115812,-121.388077,-26.3992,Kettleman_Lane_Lodi_CA_2005_CGPS
SOMT,34.319938,-119.064331,464.265,South_Mountain_CS_2000_CGPS
FALL,-85.3064,-143.6317,262.1,Polenet-OSU/NSF/UNAVCO
FIE0,-76.14459329,168.42352848,153.7055,POLENET-NSF/OSU/UNAVCO
P282,35.837808,-120.345213,394.6787,Gold_Hill_CA_2004_CGPS
P408,46.200502,-123.376586,35.2891,Whakiakum_High_School_Cathlamet_WA_2005_CGPS
JIR2,27.657,86.186,3061,JIR2_JIRI_NPL2015
P072,39.521456,-116.740896,2061.1924,Dry_Creek_Ranch_NV_2005_CGPS
PPEC,-0.4989,-79.3476,246,PPEC_Santo Domingo de los Tsáchilas_ECU2016
RG22,37.794047,-106.341675,2504.8,RG22GhostMCO2006 
P728,39.17769999,-106.973981,3426.126,Snowmass_CO_2008_CGPS
P808,34.836037,-118.621492,914,Antelope_Canyon_2_Neenach_CACGPS2005
CN35,13.3755,-81.36292,47.879,Providencia_Island_Columbia_2012CR_CGPS
C034,40.1786,-118.473,0,TUNG_Comms_Relay
C114,60.04556,-151.6687,35,Ninilchik DOT comms station
CN36,8.81965,-75.82113,15.3086,Monteria_Airport_Columbia_CR2012_CGPS
CN43,11.8187915,-64.5980617,2,Isla La Blanquilla
P172,36.22807,-121.76723,313.183,Post_Ranch_Big_Sur_CA_2008_CGPS
TNGF,19.326944,-99.17607,2273,Geofisica_UNAM_MX_TNET_2015_CGPS
MNMC,35.969471,-120.434051,1061.9216,Mine_Mountain_Parkfield_CN_2001_CGPS
P475,32.66639,-117.243919,-24.261,Point_Loma_CA_2007_CGPS
P058,40.876306,-124.075369,21.4178,Humboldt_State_Univ_Arcata_CA_2005_CGPS
FONP,-65.24542353,-61.64680086,65.4673,LARISSA-POLENET: Hamilton College-UNAVCO-NSF
P280,35.544053,-120.347604,476.4243,Camatta Canyon_Shandon_CA
P608,33.99409,-115.68652,655,Duplex_Mine_CA_2008_CGPS
P623,34.188934,-114.599404,267.7577,Vidal_Junction_CA_2005_CGPS
P208,39.109302,-122.303869,74.3029,Salt_Canyon_Williams_CA_2006_CGPS
SIM4,27.16573,84.98523,140,Simra 4
TECO,18.9846,-103.861,211.6,TECO
TEPE,41.056,28.5147,124,marmatepebtr2015
THMS,33.549647,-117.766793,226,Thurston_Middle_School_CA_2013_CGPS
P556,34.771108,-118.545452,852.6284,Barnard_Property_CA_2005_CGPS
P674,41.616318,-121.48997,1897.694,Glass_Mountain_Tionesta_CA_2006_CGPS
AB07,55.349276,-160.476757,89.5787,AB07_Sand_Point_AK_2004_CGPS
P573,36.09309425,-118.260498,2441.3863,Blackrock_Ranger_Station_CA_2008_CGPS
RG16,39.88437,-106.3485,2595.9,RG16ShadowCO2006
AVN2,36.53212,-96.081021,261,"Wolco Oklahoma, Avant oil field"
BEMT,34.000534,-115.99819,1373.6489,Belle_Mountain_CA_2001_CGPS
LOZ1,44.619707,-74.582932,443.9172,Lake_Ozonia_NY_2005_CGPS
P813,47.759209,-118.74554,645.7,Wilbur_Leva_Mast_WA2013
P814,47.759204,-118.745398,645.5,Wilbur_Leva_SDBM_WA_2013
CAND,35.939352,-120.433696,568.4022,Cann_Parkfield_CN1999_CGPS
AB35,60.079065,-142.389846,536.433,Watson_Peak_Yakataga_AK_2007_CGPS
RG25,33.98553,-108.23138,2305,RG25PearsnNM2007
P014,31.97289,-111.09858,1068.889,San_Xavier_Mine_Univ_of_AZ_Sahuarita_AZ_2007
RG15,39.90912,-106.74563,2046,RG15McCoy_CO2006
RG21,37.76784,-107.1092,2767,RG21FreemnCO2006
RG14,39.95583,-107.97347,2034,RG14MeekerCO2007
RG03,33.65471,-105.15417,1574,RG03CapitnNM2007
RG17,39.761759225,-105.669645172222,2703.888,RG17EmpireCO2006
RG18,39.06502,-106.40054,2814,RG18TwLakeCO2007
RG19,39.190078,-105.552016,2706.488,RG19Bison_CO2006
RG01,34.66708,-108.04381,2158,RG01PieTwnNM2006 
RG20,37.89232,-107.6956,3738,RG20PutneyCO2006
B949,44.713,-110.678,2295.9,norris949bwy2013
P815,47.937185,-124.557166,37.6,Quillayute_Airport_Mast_Forks_WA_2013_CGPS
P816,47.937188,-124.557019,36.2,Quillayute_Airport_SDBM_Forks_WA_2005_CGPS
P817,40.1455804936468,-78.5111685874367,383.98730223209,St_Clairsville_PA_DOT_2013_CGPS
C111,63.8765,-160.789,2,Unalakleet_Communications
P006,36.154183,-114.456898,365.986,Lake_Mead_NV_2007_CGPS
C134,54.1348,-165.773202,15,Akutan_VSAT_Communications_AK_2005
KULL,74.580624706,-57.227057068,94.1011,GNET - OSU/NSF/UNAVCO/DNSC/ULUX
RG04,34.82442,-105.64415,2100,RG04HarralNM2006
RG13,36.49126,-104.21149,2040,RG13DorseyNM2006
RG02,34.63176,-107.22647,1833,RG02MarbleNM2006 
RG09,36.30464,-107.05589,2184,RG09LndrthNM2006
RG10,36.45123,-106.53857,2217,RG10CbollaNM2006
RG06,32.6349,-107.8648,1628,RG06FaywodNM2006
RG07,32.4965,-106.84331,1391,RG07CrucesNM2006
RG05,32.55252,-108.35637,1797,RG05SilverNM2006
AV13,54.153082,-165.897815,494.7443,Akutan_East_Fumarole_AK_2005_CGPS
C019,39.08722,-114.2374,0,BakerRelayNV2006
AR53,33.38112,-117.47654,142,Area_53_Camp_Pendleton_CA_2013_CGPS
AR27,33.34178,-117.32495,68,Area_27_Camp_Pendleton_CA_2013_CGPS
ROB4,-77.034438892,163.190108985,-41.5319,OSU/LINZ/TAMDEF/USGS
FLM5,-77.532729597,160.271408855,1869.8231,OSU/TAMDEF/USGS
FTP4,-78.9277,162.5647,243.2,N/A
CONG,-77.534591691,167.085475276,3402.9636,Truncated Cones
HOWE,-87.4157,-149.4335,2584.7,Polenet-OSU/NSF/UNAVCO
HOOZ,-77.531604876,166.932629695,2070.5464,Hooper's Shoulder
AMU2,-89.99889,-110.753967,2823,"Amundsen-Scott Station, South Pole, Antarctica"
COTE,-77.8059,161.9978,1878.1,POLENET-NSF/OSU/UNAVCO
MCMD,-77.838348694,166.669326111,97.959,UNAVCO McMurdo GPS Base StationNSF-OPP-USAP(
ATQK,70.472033193,-157.4078686,28.0096,Atqasuk community base station
SCTB,-77.84898556,166.758018,-18.926,SCTB
CASE,33.45534,-117.40406,714,Case_Springs_Fire_Station_CA_2013_CGPS
RG11,36.52316,-105.7791,2204,RG11WolfSpNM2006
RG23,37.74387,-105.4985,2621.343,RG23SandNPCO2006
ACSB,33.27425,-117.4449,25,Aliso_Creek_Southbound_Rest_Area_CA_2013_CGPS
NAUS,-77.521960288,167.147143097,3572.1155,N/A
C025,36.5088,-116.84814,0,Furnace Creek Death Valley CA
ROBN,-65.2465,-59.4446,57.9,LARISSA-POLENET: Hamilton College-UNAVCO-NSF
KAGA,69.22230069,-49.81462636,149.767,KAGA
SG33,31.772902898,-106.506307447,1210.7,SG33
P705,46.173,-122.31063,1156,Mt_St_Helens_West_Goat_WA_2006_CGPS
LWN0,-81.3459,152.7316,1530.9,POLENET-NSF/OSU/UNAVCO
DAEX,32.224507,-115.419216,399.3,daexREGNOMmx2011
P103,39.34514055,-113.042077,1491.3826,Red_Knolls_UT_2008_CGPS
P106,39.458957,-112.262345,1559.5321,Fool_Creek_Rd_Leamington_UT_2006_CGPS
P700,46.17813,-122.217349,1522.033,Mt_St_Helens_Butte_Camp_WA_2006_CGPS
BUY1,40.839997,29.123121,47,Buyukada
GLS3,77.4316951304,-51.1080499792,2480,N/A
BLAS,79.5386,-22.9747,485.97,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
GMMA,77.8094,-19.6521,525.7,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
P701,46.19462,-122.133336,1247.789,Mt_St_Helens_Ape_Canyon_WA_2006_CGPS
P697,46.187642,-122.176609,2214.604,MSH_Southeast_Ridge_EDM_WA_2004_CGPS
P688,46.03012,-122.16416,1165.7457,Mt_St_Helens_Mitchell_Peak_WA_2008_VGPS
GZ19,-84.335417,-163.6119,60,N/A
PAS1,34.07387554,-106.920944,1417.1083,PASSCAL_1_INSTRUMENT_CENTER_NM_2001_CGPS
DRIL,-77.5820556,171.5098611,55.4,N/A
GZ01,-84.1486625,-163.6714031,59.571,Grounding_Zone_01
STEW,-84.187,-86.2473,1582.5,Steward Hills
PJZX,32.41700685,-115.88373,1335.7489,Sierra_Juarez_MX_BC_2011_CGPS
LEFN,80.4567,-26.2935,692.81,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
SDLY,-77.1353164491,-125.9745976693,2099.187,Polenet-OSU/NSF/UNAVCO
GOGA,33.414741,-83.473218,123.91,Godfrey_USArray_CA_2006_CGPS
TAXI,14.034805,-90.465284,45.055,Taxisco_IGN_Guatemala_cGPS_2008
P797,33.53729264,-116.592526,1403.749,Sagebrush Flats Anza CA
GUAT,14.590403813,-90.520183272,1519.8681,Guatemala City
P457,45.041222,-111.272619,2262.538,Wapiti_Ranch_Station_MT_2007_CGPS
KHLR,-76.15464,-120.72867,1862,N/A
MCAR,-76.3222,-144.3035,965,Polenet-OSU/NSF/UNAVCO
PIRT,-81.10324,-85.142598,1261.1,Pirrot Hills
RMBO,-83.8732,-66.3938,784.7,Rambo Nunatak
P684,43.919149,-111.450486,1693.9394,Parkinson_Seed_Farm_ID_2005_CGPS
P809,35.7439,-119.23675,62,Delano_Airport_Pillar_CA_2013_CGPS
P810,35.74396,-119.2367199,62,Delano_Airport_SBM_CA_2013_CGPS
YBRA,45.1221,-109.2674,2072.518,YBRA Red Lodge cGPS 2014
ARSH,-3.38689,36.6984,1345.163,Arusha Ministry of Energy and Minerals
HOID,1.44949,31.340131,1103.2,Hoima
INMN,-74.820865,-98.880456,678,Inman Nunatak
BAKU,40.3721,49.8144,94,BAKU 
THUR,-72.53007,-97.5596,212,N/A
WHTM,-82.68324,-104.39317,2350,N/A
WILN,-80.0398,-80.5579,668.7,POLENET-NSF/OSU/UNAVCO
WLCT,-85.3692,-87.3925,1849.6,Mount Walcott
P221,37.336946,-122.099033,155.828,Rancho_San_Antonio_MROSD_Los_Altos_CA_2007_CGPS
VNAD,-65.246,-64.25417,20,LARISSA-POLENET: Hamilton College-UNAVCO-NSF
IGGY,-83.3072,156.2498,1897.6,POLENET-NSF/OSU/UNAVCO
WHN0,-79.8457,154.2201,2197,POLENET-NSF/OSU/UNAVCO
SMM1,72.579584,-38.459185,3260.293,Summit_Camp_Greenland_2008_CGPS
AC21,55.921091,-159.127701,170.344,Perryville_AK_2006_CGPS
P694,46.29962943,-122.181931,1725.6781,Mt_St_Helens_Coldwater_Peak_WA_2006_CGPS
P692,46.224494,-122.184192,1492.233,Mt_St_Helens_Loowit_WA_2006_CGPS
E1G2,-77.530376901,167.139552619,3654.3545,E1G2
SUGG,-75.2806,-72.1801,1090.4,POLENET-NSF/OSU/UNAVCO
CRRL,-36.15275,-68.35432,1204,CRRL
ALUT,40.58390772,-111.620214888,2824.077,ALUT_AltaUtah
BCYI,44.315615,-113.40584715,2173.3547,BCYIGPS
CALV,12.57244467,-86.84560581,287.3756,CALV
CAMO,39.34031667,16.44923333,1269,CAMO
CJTR,34.82169503,-92.273036753,126.073,CJTR
RG12,36.45861,-104.96835,2136,RG12PhilmtNM2006
C054,46.27555,-122.21827,1295,MSH_Johnston_Ridge_Comms_WA2007
SMM2,72.57963,-38.46006,3264.659,Summit_Camp_Greenland_2013_CGPS
REC2,-81.70737,8.57978,2446,REC2
REC1,-82.811995,18.90546,2553.2,REC1
PAL2,-64.77509,-64.05112,30.9,PAL2
RIBA,36.455012,25.343574,46.26,RIBA
MACC,37.845082878,-90.484535434,220.062,MACC
HATC,48.1757,-94.5144,339.0746,HATC
SIBA,27.726127,68.819582,26.562,SIBA
MACZ,-77.53255,167.24664,3279,MACZ
QTIT,30.162921,66.988896,1683,QTIT
REGI,39.454,16.16,389,REGI
PKMN,36.39615,25.384583,132.551,PKMN
LUZZ,39.44599367,16.28775561,436.83,LUZZ
MLTI,39.949599,-105.194521,1742.4325,MLTI
PDBG,34.21128036,-106.8268027,1504.819,PDBG
UNR2,36.773432223,-114.05435013,551.1064,UNR2
MCTY,36.119136501,-89.7022095,51.61,MCTY
MAIR,36.846575901,-89.356753648,67.5246,MAIR
RLAP,36.474234322,-89.345442551,58.4745,RLAP
RG24,37.96352,-104.96676,2211.9,RG24SanIsaCO2006
UNR1,36.247296282,-115.242728173,686.6485,UNR1
PIGT,36.370295667,-90.175201719,55.318,PIGT
SHR1,34.335,-106.745,1577,SHR1
PTGV,36.413471248,-89.699683075,58.0883,PTGV
HURR,37.06388,-113.57473,924,HurricaneHurrica 
NMKM,36.454435,-89.400364,58,NMKM
PLPK,66.89775,-34.0334,69,PLPK
MACG,-77.53255,167.24664,3279,MACG
LEHG,-77.510662943,167.14107444,3346.1868,LEHG
P702,46.300161,-122.345648,1305.7039,MSH_Elk_Rock_Weyerhaeuser_WA_2004_CGPS
LA09,-84.247467895,-153.640932747,89.816,LA09
LA02,-84.639484449,-150.104572645,114.618,LA02
CRU1,34.029259,-119.78481,702.1957,Santa_Cruz_Island_1_CS_2000_CGPS
SHOS,35.971345,-116.298984,582.406,SHOS_BRGN_CS1999
LCHS,36.376376,-89.472033,62,LCHS
NCEG,34.004064,71.487028,326,NCEG
STLE,36.089287436,-89.85756303,50.4383,STLE
GRRG,42.937776678,-111.421633461,2200.1223,GRRG
LIA1,48.26464888,-94.69125413,337.1949,LIA1
LIA2,48.26485475,-94.69130465,337.1983,LIA2
LIA3,48.26483837,-94.69106803,337.2715,LIA3
LOW3,39.9494920007,-105.194265999,1728.8417436768,LOW3
NIHU,-36.39464378,-72.39729989,114.041,NIHU
RGAO,-34.24555,-69.37975,2316,RGAO
MOUT,41.0462,-111.6657,1633,MOUT
IFR1,33.513937,-5.125524,1710,IFR1
NWCC,36.416615736,-89.458288782,64.9241,NWCC
ICIG,44.330339422,-112.941495711,2503.8735,ICIG
HWFG,43.92745264,-113.09667076,1716.6663,HWFG
CN27,19.66714,-69.93981,-21.1236,Cabo_Frances_Viejo_Domincan_Republic_2012_CGPS
AC24,58.68157,-156.65273,35.813,King_Salmon_Airport_King_Salmon_AK_2006_CGPS
AB13,56.307328,-158.503773,487.24,Chignik_Lagoon_AK_2006_CGPS
GCEA,19.293020068,-81.378022519,16,GC Elgin Ave
CN44,11.000453,-63.910301,837.853,MargIslndVEN2016
KBRC,34.398527,-119.008196,370.5034,Kimball_Ranch_CS_2000_CGPS
UTON,19.03347,-98.31624,2155.363,Tonantzintla_UNAM_MX_TNET_2015_CGPS
UAGU,21.9185336886,-102.3149671581,1858.801,Aguascalientes_UAA_MX_2008
P250,36.950031,-121.268423,585.235,Sparling_Ranch_Hollister_CA_2007_CGPS
P387,44.296752,-121.574461,963.041,Sisters_High_School_Sisters_OR_2006_CGPS
ACHO,7.4149,-80.1731,40,AchotinesPAN2011
OK06,36.46055556,-96.85638889,274,OK06_PawneeEQ_OK
P803,46.32636,-90.68362,438,Mellen_DDBM_WI2012_CGPS
NAST,27.6567,85.327729,1337,Nepal Academy of Science and Technology
P277,37.19238,-122.36687,117,Pigeon_Point_Pescadero_CA_2007_CGPS
P231,36.62167,-121.905393,-25.779,Hopkins_Marine_Station_Pacific_Grove_CA
P732,43.39249922,-123.89137,582.0927,Vaughn_Point_Coos_Bay_OR_2008_CGPS
RMVJ,33.48581,-117.55533,167,Rancho_Mission_Viejo_CA_2012_CGPS
